,Charging Profile
2016-01-01 07:26:00+00:00,233.82896996971633
2016-01-01 07:27:00+00:00,241.1580831926428
2016-01-01 07:28:00+00:00,248.50993132848126
2016-01-01 07:29:00+00:00,369.5996332135423
2016-01-01 07:30:00+00:00,373.2634292669681
2016-01-01 07:31:00+00:00,476.5149403387862
2016-01-01 07:32:00+00:00,478.93052786225456
2016-01-01 07:33:00+00:00,361.5078472509215
2016-01-01 07:34:00+00:00,365.2078472509215
2016-01-01 07:35:00+00:00,368.90784725092146
2016-01-01 07:36:00+00:00,265.6563361791035
2016-01-01 07:37:00+00:00,276.37106546776147
2016-01-01 07:38:00+00:00,295.3252781840938
2016-01-01 07:39:00+00:00,277.7287059222135
2016-01-01 07:40:00+00:00,270.37257458334454
2016-01-01 07:41:00+00:00,270.43473034540597
2016-01-01 07:42:00+00:00,274.2228367321744
2016-01-01 07:43:00+00:00,388.2205317980581
2016-01-01 07:44:00+00:00,381.1843408604723
2016-01-01 07:45:00+00:00,374.2212070533906
2016-01-01 07:46:00+00:00,366.73232619079664
2016-01-01 07:47:00+00:00,259.94331639291397
2016-01-01 07:48:00+00:00,259.94331639291397
2016-01-01 07:49:00+00:00,263.62523479795135
2016-01-01 07:50:00+00:00,278.2774881431101
2016-01-01 07:51:00+00:00,267.3258433088501
2016-01-01 07:52:00+00:00,281.6820904368795
2016-01-01 07:53:00+00:00,270.92167706833123
2016-01-01 07:54:00+00:00,266.3593103417975
2016-01-01 07:55:00+00:00,256.22754616299153
2016-01-01 07:56:00+00:00,252.52754616299157
2016-01-01 07:57:00+00:00,263.7460843345722
2016-01-01 07:58:00+00:00,363.02405267613676
2016-01-01 07:59:00+00:00,363.02405267613676
2016-01-01 08:00:00+00:00,333.6156062970346
2016-01-01 08:01:00+00:00,241.46413718487898
2016-01-01 08:02:00+00:00,237.9686026365355
2016-01-01 08:03:00+00:00,302.5615489685699
2016-01-01 08:04:00+00:00,230.33450608846536
2016-01-01 08:05:00+00:00,247.75418602474716
2016-01-01 08:06:00+00:00,262.53094868102477
2016-01-01 08:07:00+00:00,273.21558758857594
2016-01-01 08:08:00+00:00,273.36952446287796
2016-01-01 08:09:00+00:00,287.8871138623031
2016-01-01 08:10:00+00:00,309.4144067877799
2016-01-01 08:11:00+00:00,291.9911462996758
2016-01-01 08:12:00+00:00,295.690560349697
2016-01-01 08:13:00+00:00,303.0518592408732
2016-01-01 08:14:00+00:00,292.13189092054034
2016-01-01 08:15:00+00:00,412.7874064296838
2016-01-01 08:16:00+00:00,412.7874064296838
2016-01-01 08:17:00+00:00,407.9780839028142
2016-01-01 08:18:00+00:00,411.5972322776998
2016-01-01 08:19:00+00:00,317.2291220447078
2016-01-01 08:20:00+00:00,310.40893194386916
2016-01-01 08:21:00+00:00,317.71376712743404
2016-01-01 08:22:00+00:00,313.87113495504934
2016-01-01 08:23:00+00:00,327.8125418801696
2016-01-01 08:24:00+00:00,344.80936840336824
2016-01-01 08:25:00+00:00,365.8557215746351
2016-01-01 08:26:00+00:00,365.8557215746351
2016-01-01 08:27:00+00:00,467.6483413181924
2016-01-01 08:28:00+00:00,486.04500826880536
2016-01-01 08:29:00+00:00,485.97391040645215
2016-01-01 08:30:00+00:00,468.423542714891
2016-01-01 08:31:00+00:00,454.96249013252907
2016-01-01 08:32:00+00:00,456.45971807935655
2016-01-01 08:33:00+00:00,364.60404074526366
2016-01-01 08:34:00+00:00,368.28255093749317
2016-01-01 08:35:00+00:00,457.2401124596183
2016-01-01 08:36:00+00:00,471.831444859339
2016-01-01 08:37:00+00:00,364.8745689919154
2016-01-01 08:38:00+00:00,489.1909190274851
2016-01-01 08:39:00+00:00,492.7985177136809
2016-01-01 08:40:00+00:00,482.01673936375465
2016-01-01 08:41:00+00:00,375.29847577904144
2016-01-01 08:42:00+00:00,393.4110021422678
2016-01-01 08:43:00+00:00,404.2267126165075
2016-01-01 08:44:00+00:00,492.69138000436743
2016-01-01 08:45:00+00:00,500.0052279207947
2016-01-01 08:46:00+00:00,489.27925649316944
2016-01-01 08:47:00+00:00,514.6893952162886
2016-01-01 08:48:00+00:00,532.2751819106843
2016-01-01 08:49:00+00:00,543.3157720234489
2016-01-01 08:50:00+00:00,542.0338050204901
2016-01-01 08:51:00+00:00,552.7408499856027
2016-01-01 08:52:00+00:00,445.23191165693436
2016-01-01 08:53:00+00:00,442.1868280647067
2016-01-01 08:54:00+00:00,445.84246840291644
2016-01-01 08:55:00+00:00,445.8251624826138
2016-01-01 08:56:00+00:00,431.77316415576547
2016-01-01 08:57:00+00:00,531.2145059633268
2016-01-01 08:58:00+00:00,559.2179487410218
2016-01-01 08:59:00+00:00,635.8634141466296
2016-01-01 09:00:00+00:00,621.456369181517
2016-01-01 09:01:00+00:00,629.2114228028746
2016-01-01 09:02:00+00:00,508.2440562732501
2016-01-01 09:03:00+00:00,504.4503831287996
2016-01-01 09:04:00+00:00,477.1209862756969
2016-01-01 09:05:00+00:00,477.1204568650829
2016-01-01 09:06:00+00:00,417.54463164603084
2016-01-01 09:07:00+00:00,420.81923817031924
2016-01-01 09:08:00+00:00,438.4017268951199
2016-01-01 09:09:00+00:00,441.46740561748527
2016-01-01 09:10:00+00:00,448.7276380579321
2016-01-01 09:11:00+00:00,441.3272257069099
2016-01-01 09:12:00+00:00,460.0813548843744
2016-01-01 09:13:00+00:00,456.41386339613246
2016-01-01 09:14:00+00:00,459.73948913123127
2016-01-01 09:15:00+00:00,459.73948913123127
2016-01-01 09:16:00+00:00,467.0084334590548
2016-01-01 09:17:00+00:00,552.6456992416909
